User_name,Review title,Review Rating,Review date,Review_body
trevor-johnson,Don't you just hate Hollywood?,1/10,24 March 2009,"From looking at some of the reviews on here, I will keep mine simple as people seem obsessed one way or another. I am reviewing this film on the credits.1. Relation to the original series. 2. Quality of script 3. quality of actors/actresses/acting 4. quality of effects 5. Final product.This film bears two relations to the original. The characters and the Dragonballs. There is nothing else to link the two. This is so sad when you consider how much they had to work with and all they could produce was this. The characters also bear little resemblance to their anime predecessors. None of them do what they are supposed to do, except Chi Chi, who didn't do much anyway. Where's Roshi's turtle shell. Why does Bulma carry several fully automatic weapons? And why is Yamcha now a ladies man? To their credit though, Roshi's behaviour soon after he appears is very accurate even if it is short lived.The script for this film is its downfall. It's just awful. The writers have tried to fit too much into a short period of time. This film needed to be 2.5 to 3 hours long to even come close to allowing all the characters to be fleshed out. Attention should have been paid to Transformers when they were making this film. If you want to make a film based on a TV series, as those who watched it, not a bunch of suits that are paid to watch it and come up with a story. Many people who enjoyed the show could have given suggestions throughout the whole movie making experience.AS bad as the film was, it doesn't take anything away from the actors themselves. They did the best they could with the tools they had. If you ask a builder to build you a house out of sticks, don't complain when it falls over.This film had all the effects of an 80's movie. Think of A Nightmare on Elm Street 3: Dream Warriors and the scene where the Freddie battles the kid in the wheelchair. That's the level of effects in this film. And I will leave the dragon, Shenron, so you come to your own conclusions. I don't want to seem prejudiced.This film lands not just way off the mark for a spin off movie, it's in another continent. They should never have made it if it was going to be so lack lustred. It could have been done with a comedy element, which would have saved it, but no. They even try to throw in romance, but you have only seen the characters for an hour so who cares. Why so many inconsistencies from the original anime series? For example, Roshi does not live on an island. All these little details could have been included with another hour of film time. No one wants to watch an 88 minute film nowadays. Its just not value for money. Some may think that 1 out of 10 is harsh, but when they made such a hash of what could have been another Transformers, its all it deserves."
logenbacsi,Worst adaptation ever,1/10,17 March 2009,"This movie was utter crap. It had nearly no connection to the source material at all. The directing was bad, the acting was bad, and the effects.. pf were utterly cheese. 100 million US$ my *****. This movie looks like it was made by no more then 10 mills. Where did the money? Or there wasn't any money from the beginning, and you're just using this movie as a money laundry? Copying Uwe Boll too much? Whoever gave the changes in this movie a green-light was damn stupid. The whole thing's cliché, and relies again on the ""Heroes Journey"". I'd really wish Joseph Campbell would have never done any research on myths and archetypes, because it's his fault now, that every movie is the same nowadays.This movie is really BAD. Even if you never knew anything about Dragonball (impossible) don't watch it, it'll still suck. Even the creator of the original manga (A.T.) said after watching this movie, that he's shocked at how bad it is.Thank you Hollywood, you just bombed my childhood. Now I know how Hiroshima feels."
mikely115,Hollywood is ruining my childhood memories!,3/10,18 March 2009,"This movie is just plain disappointing to say the least. I don't care if this is an adaptation of Dragonball. The only reason why I gave it a 3 out of 10 rating was for the special effects and production value which were semi-decent. I don't understand what was wrong with the original storyline that needed to be changed and messed with. It's the original storyline that made fans love Dragonball in the first place. ""If it ain't broke don't fix it."" I think this movie would do a lot better if they stuck with the original story and had better casting. The real fans would flood the theaters to watch it which would bring hype to the movie for new viewers that don't know about Dragonball, kind of like how Watchmen did. Street Fighter was horrible and they expect to do a sequel to it, this movie was a travesty...I guess next up will be Thundercats and Voltron for Hollywood to mess up for me. Thank you Hollywood for ruining my childhood memories.
                
                    252 out of 327 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
sweetlittlepie,10 Reasons Why you shouldn't watch this movie...,1/10,10 April 2009,"This movie is not bad, it's awful. The acting is mediocre at best. The direction is bad, the special effects are not very good. You would think that a movie with a big budget would have at least have good special effects, but alas this is not the case. The thing that really bothers me is that this movie had some potential, but unfortunately the bad casting, the overall plot, the dialogue and the acting just weren't there. Here's ten reasons why you shouldn't watch this movie: 1. Bad casting - I don't know who thought it was a good idea casting Justin Chatwin as Goku or Emmy Rossum as Bulma. I think Emmy is a great actress but she is definitely not the right choice to play Bulma.2. Dubious setting - Where does this story take place. It's like some urban/desert place. The setting is way off, and they never do tell you where the story is taking place.3. Bad acting - I have nothing against Justin Chatwin, but it wasn't even like he was trying to act. The only one that I think did a tolerable job was James Masters, and even he wasn't performing to the best of his abilities.4. BAD special effects - Okay the special effects in this flick where laughable and completely not believable. I dare anyone to keep a straight face when Goku transforms into Oozaru. There were people giggling behind me, giggling...Need I say more.5. It's PG - Now there is nothing wrong with PG movies, but when the original material is violent, outrageous and bloody there's definitely something wrong. They took everything that was cool about Dragonball and erased it. They tried to make the movie so family friendly that it lost everything that made it Dragonball.6. Bad adaptation - They got the casting wrong, the characters are all wrong, the actors don't act like their counterparts. The costumes are wrong. Where's Bulma's blue hair? Where's Yamcha's scar? Nowhere near this movie that's where.7. The direction is all wrong - Did anyone really think that James Wong was ready to undertake a project this big? Now I'm not dissing James Wong as a director, I'm just saying that clearly he wasn't ready to direct and helm a big budget blockbuster.8. God-awful script - A script determines whether a movie is gonna be gold or whether is gonna be trash. The dialogue is gag worthy, it's cheesy, stereotypical, and downright lame. Some of the films important plot elements aren't fully explained, and the storyline is all over the place.9. Score - The score is actually tolerable, but it just doesn't fit the storyline, or the mood of the characters.10. Too short - I found the film's length to be too short. Why because there's too much information being cramped in. It's only 84 minutes long, which is not good for a film with so much complex story plot points. The film's length might be why it falls short.I can only conclude that this film is not worth spending ten dollars. If you're still curious go ahead watch it, but know that not only are you wasting money, but valuable time as well."
Leofwine_draca,Lamentable kids' flick,2/10,3 September 2011,"Having no idea of and no interest in the original anime upon which this spin-off film was based, I sat down hoping for a mildly diverting Asian-influenced fantasy saga. What I got was a soulless cash-in with pitiful production values, an absolutely abhorrent script and an over-reliance on cheesy CGI effects over the 'niceties' of quality acting, characterisation or plot.The cast are abysmal and I had to feel particularly sorry for Chow Yun-Fat, who's utterly embarrassing in the expositionary role of the wise old monk. Emmy Rossum once showed promise as PHANTOM OF THE OPERA's Christine, but this type of movie is NOT a good career move. As for Justin Chatwin's lead, well, he's just a spiky-haired prat. Elsewhere, there's an endless combination of leaden dialogue and terribly OTT fight scenes between mutating monsters and humans with superhuman powers. Director James Wong once produced THE X-FILES and directed two FINAL DESTINATION films, but on the strength of his work here I'd say his talent has long since left him."
ma-cortes,"Goki , Master Roshi and Bulma battle Lord Piccolo to gather seven Dragonballs",3/10,2 August 2010,"The story starts with Goku (Justin Chatwin of War of the worlds), who sets out upon his grandfather Gohan's (Randall Kin) dying request to meet the Master Roshi (Chow Yun Fat of Crouching tiger , hidden dragon) and unite all seven Dragon Balls of which he has one . In order to avoid the villain Lord Piccolo (James Marsters of Buffy Slayer) from succeeding in his objective to use the Dragon Balls to take over the world. And Goku's seeks is to get the mystical Dragonballs before the Lord of evil does . But in the meantime, the super powerful Piccolo along with his hoodlum are preparing to destroy everything that lives , and only the valiant Goku helped by Bulma (Emmy Rossum of Phantom of opera) have the power to stop them . Meanwhile Goku falls in love with his school mate Chi Chi (Jamie Chung) .Dragon Ball are basically numerous spectacular fight-scenes with a tiny bit of plot movement, full of repetitive dialogue and flashy blasts of light and energy, but that hasn't prevented kids and teenagers from eating them up . It contains cartoon violence and minor sexual innuendo than anime series . Occasionally features stunted and disjointed action, as well as the hilarious but quite conventional characters fitting partially to animated series . The abundant computer generator images , which labor mightily to reproduce the source materials in some impressive scenes and eye-popping look . These adventures can be good for novices and youngsters age 10 should drawn into the story but not for the established fans . James Wong adapts the rich myth of the Dragonball series that grew from a Manga into various popular animated series by means of hundreds episodes that are brought to life with this 20th Century Fox and Stephen Chow ( Kung Fu hustler )production . James Wong is a good writer(21 Jump Street , X-files) , producer (Black Christmas , The others , Milennium) and director (Final destination 1 y 3 , The one , and X files episodes) , but his filmmaking in Dragon Ball is ridiculous and embarrassment . Rating : Below average ."
movie-goers,Dragonball Evolution - What a screw up!,1/10,16 March 2009,"What is wrong with this picture man? Nothing personal to James as a director. I love his Final Destination series, but I think James is NOT the right person to direct this million plus dollars franchise. Why James is hired to direct this movie in the first place? It is a big mistakes. Like having Ang Lee directing the Hulk. Hiring an Asian to direct an Asian animation epic doesn't mean the movie will turn out great. The director must have a vision of the given materials. The entire outcome is a disaster and disappointment. It is understandable that the film isn't exactly the same as the original comic, but the characters and the plot just suck as a film on its own. From observing the promotion materials of Dragonball, it seems that Fox doesn't want to do this movie at all. The posters suck and the trailers suck. The studio spends a lot of money on making Marvels and DC comics into movies, look how successful those films had become. The studios should pay more respect and faith in Asian materials. To me this whole thing isn't making any sense at all because there are established fans across the globe, and Dragonball comic and cartoon itself has last more than TWO decades. This is why I think 20th Century Fox was putting money into this project initially. Everyone is looking forward to see a Hollywood version of Dragonball. Soon as I saw the first teaser, I knew I shouldn't put up in any hope into this movie. Even though I went to see the movie without any expectation, the movie still suck! Despite the led down of the Dragonball fans, it creates negative impulses to those who is new to Dragonball.Dragonball is a hot cult in Asia and it hits the western market because of the stylistic action and fight sequences. However, the martial arts choreography in this movie is another led down. Not to mention the screenplay, the production design of this film is not consistence at all. Wardrobes, props to makeup, nothing fits together! Not only nothing in this film resembles the original DB, it is a disgrace. No wonder they use the word ""Evolution"". But when they say evolution, I don't expect the studio turns something respectable like Dragonball into rubbish. I've seen a live action version of Dragonball shot by the Malaysian years ago. Although it is an exact duplicate of the animation. But the movie is far better than Dragonball Evolution. A lot of us are looking for a remake of this movie."
Simon_Says_Movies,"Manages to drain every iota of fun, charm or wit out of the series",2/10,15 July 2009,"Take a childhood memory; a movie, a toy, a song, or most appropriately here, a television show. Now imagine everything you loved about that nostalgic pastime and then envision a lucky break where you were asked to direct a brand new movie adaptation of that piece of your history. And finally, ask yourself, so you think it possible to remove every single aspect that made that memory so special? Could you do it? Would you, as a fan, be literally capable? Well the people behind Dragonball Evolution certainly managed too, as they manage to drain every iota of fun, charm or wit out of a much loved series.Back when I was young I always found a great deal of fun to be found in the anime import Dragonball Z. I was by no means a die-hard fan; I watched only the first few seasons and even as a grade-schooler I could pick out consistent pace issues and gaps in logic. But yet, it was goofy, bloody, wildly inappropriate fun. It would stand to reason a director could draw at least some of the spirit of the Dragonball universe by simply watching the shows or reading the sources material and yet James Wong (who also directed The One and Final Destination 1 and 3) manages to do just that; change fun into camp, over-the-top violence into PG rubbish and alter any of the interesting back-story and lore of the series into an unwatchable tedious origin story.Perhaps I am missing the mark hugely, but vibe of the film is all off, and I assure you I am not an adaptation Nazi, nihilistically picking out every detail not identical to the source material but I just kept uttering under my breath ""What IS this?!?!"" To that end I am not sure who this film will impress. It will surely not draw in new fans, and as you may have gathered, I am of the impression fans will not be too thrilled either. The opening half of the film is droning, tedious schlock, which then gives way to ridiculous camp, which finally falls into an at least half-successful final act. There is also the possibility that Dragonball will simply never work as a live action adaptation, the anime medium just suits the feel and bizarre pleasure of the story and characters.The plot (a term I use loosely) is beyond excusable and consists merely of young warrior Goku (the fresh faced Justin Chatwin), his master Roshi (a mildly entertaining Chow Yun-Fat who must be strapped for cash) a feisty gun-slinger named Bulma (Emmy Rossum) and a creepy hippie conman named Yamcha (Joon Park). Joining forces, they seek to collect 7 mystical Dragonballs, which when brought together grant their holder one wish. But on their trail is the evil Lord Piccolo (James Marsters) and an assassin (Enriko Tamura). The plot suffers further from the bit part from Piccolo which leaves the story with barely a central antagonist, and the plodding pace, unforgivable dialogue and general lack of momentum compile into just a pile of rubbish.The final battle finally brings out the style of fighting most fans are accustomed too, but it's too little to late and an insane twist involving Goku is beyond cringe-worthy. The only thing Dragonball Evolution is good for curing is a leg cramp, because 10 minutes of this film and your legs will be involuntarily shuffling out of the theatre.Read all my reviews at: simonsaysmovies.blogspot.com"
vas_deferens,"For the love of god, if you respect the original series at all, do NOT pay to see this crap!",1/10,4 April 2009,"Let me just start off by saying that there are no redeeming qualities to this movie at all. The multi-million dollar budget has amounted to a teen drama mixed with power rangers. The final product is insulting, to say the least.The creators of this horrible, horrible adaption should take a good long think about what they have done and why they should have just followed the source material instead of taken it for granted. Do they really think that the entire Dragonball fan-base is this stupid? Akira Toriyama probably has a noose around his neck right about now.To finish this off: The acting is atrocious, the butt-rock scattered through the soundtrack will make you want to punch the guy running the theater in the face, and the story is basically the manga's, but cut up, put into a blender, stuffed into sausage skins, and stitched back together with an American flag tied around it.If you want your Dragonball fix, just buy dvds of the show instead, skip the movie, and if you don't skip it, then at least don't pay for this thing. I heard that a sequel is already in the works, and we don't need a trilogy, that would be three of these movies too many."
benjaminweber,The Sharknado of martial art films,2/10,23 July 2018,"Reading the reviews, it's possible to think that this is regarded as bad purely because of a vocal fan-base for the original. For instance, Star Wars: The Last Jedi is a good film, but thanks to a small group of noisy 'fans' a lot of the reviews online are negative. This is not the case here. I have never seen/read the original, and I still found this to be a bad film. The CG effects look like something from a SyFy original, the acting at times is reminiscent of Neil Breen, and the whole thing comes across as a goofy mess trying desperately to look like Crouching Tiger, Hidden Dragon. If you enjoy bad films like I do, it's worth a watch as it will make you laugh at how bad it is. 2/10
                
                    7 out of 8 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
