User_name,Review title,Review Rating,Review date,Review_body
Mesina02,A great manga adaption,8/10,2 March 2023,"I'm quite impressed with how this show was able to instantly hook me from the first episode all the way to its last. This was such an entertaining watch and it kept on actively pulling something new out of the bag that I didn't see coming. The concept behind this show was what intrigued me and I was a bit curious to see how they were going to pull it off. Obviously the games they played were crucial to the story but what carries the series are its characters. These characters are what elevates this story and throughout the episodes, their journeys are as important as the plot itself.With the plot, it was exciting to see how the environment slowly began to affect the characters. In season one, the whole goal was to find out what this place was and who was behind all of it but then in the second season that's where they expand on that. It focuses more on the harsh reality they are confronted with and whether or not they choose to live with it.To me, this was a show I knew I was going to like and thank goodness I was right about that."
rdvljunk,Teenage fun,5/10,14 December 2020,"I have to admit that the show starts interesting, some teenagers move to an alternate universe where you have to play games in order to survive. It builds up to more complex games and even some of the initial main persons die in the games.But the moment the series move to the beach it becomes ridiculous and completely unbelievable. We have a huge group of good-looking teenage kids walking around in bikini/swim suits (so you can't hide guns...right), partying most of the times. What happend to all the older people they met before they went to the beach? Older people aren't able to find the beach?
The dialogues become really poor and flashbacks silly. Funny it to see that descent acting also drops with it and becomes really poor and some of the (bad) characters become silly stereotypes.To top it in the end-game while all others are simply shot when they object, Arisu just gets beaten up but keeps getting back with more silly arguments and waits with his revelation of the ""murderer"" till the last moment while wasting time on a silly discussion.So the shows starts fascinating, but looses it more and more towards the end...but I guess it will appeal to teenagers..."
amsterdamien,Loved it!,10/10,10 December 2020,"Beautifully crafted series. Never read the manga, so I can't comment on how faithful it is. But it has good acting and character development. The cinematography and set designs are beautiful. Good plot that kept me goed al the way through. If you like movies such as Battle Royale, you'll love this show.
                
                    258 out of 377 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
ClockworkEye,Excellent concept,9/10,8 February 2023,"I loved this show so much that I binged the whole thing in just a few days.The concept is excellent and is almost like a show within a show as you are wondering who will die in the games, they do kill main characters you know, which really keeps you on your toes.Both seasons were as good as each other thought there is a lull at the beginning of season 2 but it's worth sticking with.The conclusion I thought was excellent and I was slightly worried how they going to explain everything and would come up with some far fetched reason for them being there but they did well with that.All in all very good and rounded up nicely which is something that Netflix fails to do most of the time."
javiergarcon,It is Unrealistic: Could not stop watching it,8/10,19 January 2021,"At first you would think it is cheesy but then you would look deep into your own soul and say... yep that is me, that is my neighbors, that is my colleagues, that is just like my boss that is just like my veteran friend, the characters really do a good job portraying its weaknesses and that is a sigh of relief, way too many make believe movies out there and this one helps to bring it home where reality meets fantasy. Now the fantasy part.... I do not know where to F&^cking start... good luck in figuring it all out because it is a complete mystery! Good for them because that is the golden calf of this show!
                
                    25 out of 37 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
joiningjt,"I dont watch anime/manga, dont need 2 to enjoy this amazing thriller with amazing cinematography and cast!!!",10/10,22 December 2020,"Not going to give it away let's just say best interpretation of alice in wonderland I've ever seen!! The characters are all phenomenal. the story line and plot is flawless and the execution of this intense suspense thriller is big budget big time quality I also love the filming in Tokyo. Trust me watch this right now!!! You'll binge it like we did..... 10 solid stars!!!!!!!!! Much respect to the writers director cast and crew, thank you!!!
                
                    61 out of 106 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
bigbadbassface,Suffers from exposition and plot holes,4/10,31 December 2020,"A really great idea that suffers from overly long scenes of monologuing and silence without purpose. There were plot holes and characters solving puzzles by connecting dots that made little sense. For the budget could have been great but as is was just decent.
                
                    64 out of 107 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
gallagherkellie,Silly after episode 3,4/10,20 October 2021,"The first few episodes were quite good and it went downhill from there. Very unrealistic and like a real life anime, which some people will enjoy but it's not for me.
                
                    87 out of 159 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
Homer_Ate2,It's not that good,4/10,9 January 2021,"Until about half way it starts off all mature and exciting, I liked the tone and the characters. Albeit a little slow it had got off to a good start. Then the plot and acting became all childish (unnecessary yelling and crying, over the top sadism). The plot was not longer enjoyable as the focus was no longer any of the main characters as there were too many of them.
                
                    45 out of 77 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
nightringer-76840,Welcome to Japanese Anime's World: The Adult Version,9/10,4 January 2023,"Alice in Borderland is an excellent example from the many survival game anime from Japan. Based on 2 seasons I have watched, this is a more dramatic, suspenseful, expansive and puzzling among rhe survival titles which got famous recently.It has drawn some inspiration from Gantz, Alice in Wonderland, Matrix, Sword Art Online, Btoom!, and more, literally. Interestingly enough, AiB is successful in unifying those inspiration into 1 coherent series.Arisu (Alice in Japanese) is the typical straight forward anime main hero, complete with self realization and guilt trip. The supporting casts develop the story well beyond the rest in this survival/other world/suspense/action/drama/scifi/.... series.Season 1 is very straight forward aurvival game.Season 2 is the character development and final game.There might be a season 3 or a movie as the sequel considering the last scene showed 1 final card that suspiciously unplayed throughout the series, The Joker card.For those who doesn't understand yet, Alice in Borderland is a much better survival game based series because it is brave enough to have a thoughtful end at season 2.I love this series."
bazookamouth-221-898097,"Halfway good, second half not so much",8/10,26 January 2021,"Episodes 1-4 terrific, Episodes 5-8 falls down. The probelm is the series changes after episode 4 where it was interesting to that point and then we end up in a beach community and it just goes pear shaped and makes little sense after that. The cards dont make sense either the numbers or the type. Whats the difference between a four of spades and a 8 of hearts? Sounds complex but when they are playing tag or hide and seek I cant relate to the cards anyway. Its nonsensical but still good for a part
                
                    35 out of 60 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
harvmt,Interesting start usual flat finish,6/10,24 December 2020,As always with Japanese inspired manga and anime it's high concept that is sort of out the box or interesting which then gets worse as the series goes on . Much like Japan sinks 2020 they have a good start that inspires curiosity. As it gets further in the dialogue and decisions fall off to the ridiculous. E.g and office worker who will stop at nothing to survive but despite knowing what she must do opts to wear heels for games she might have to run in.. ok . But back to the rest the strange cult idea could be plausible but would people really act how they are or have the food to do it. Just odd decision making as usual. Much like the way sword art online goes from thriller esk scenario to odd plot lines that shouldn't have been there . Sadly I know they just keep producing this stuff
alaningle7,In the words of Gloria Gaynor,8/10,8 October 2021,"I will survive. An idle computer game fanatic suddenly finds himself with his friends in a deserted Tokyo where they must compete in dangerous games on a regular basis or die. It is a dystopian world where the game masters have no regard for life and push people into seeing how far they will sink to live. Well acted series with plenty of twists and turns and in a genre that the Japanese cinema excel in.
                
                    24 out of 40 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
jay632,"First few eps were good, then it went off the rails",5/10,3 October 2021,"Came off here after watching squid game. I enjoyed the first few eps, and then the show just went off the rails.
                
                    29 out of 47 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
nneelakandan,A good start,6/10,20 December 2020,"I started watching after some reviews must say 3 episodes are really good and absolute thrill to watch if you are gamer it's for you. This series lost its thrill after 3rd episodes it becomes too slow in narrative (except few moments).
                
                    47 out of 82 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
jbstjohn,"Starts well, but goes steadily downhill",3/10,6 February 2021,"I liked the glimpses into normal Japanese life it gives, and somehow the regular scenes of empty Tokyo were also cool. However, the acting (please close your mouth Asugi?), and the complete lack of consistency later on (once at the 'Beach') just get annoying, ruining any sense of mystery.Such as -- why doesn't anyone use the resources of an abandoned city? Canned food, comfortable houses, generators. Or weapons, which might occasionally come in handy. There's one 'game' where they manage to beat someone with a gun -- but they don't take the gun after they beat them, which might simplify things for the next fight.They also seem to have painted themselves into too much of a corner with power of the gamemasters. Lasers from the sky, phones in the lobby, essentially god-like abilities with no apparent limits or explanation. At the start it's okay as part of the mystery, but later it becomes too much. (Did someone take that tiger out of a cage? Bring it to that place, and then carefully let it go, after goading it to be hungry enough to attack? And then come collect it later).And it tries to be gritty and real, but then mixes in people punching out tigers and bopping about in bikinis in an apocalypse. Nice to look at, but made no sense. If you don't feel there's actually an interesting solution to the mystery, you lose interest in resolving it.I would have liked a bit more of an exploration. How can you maintain any power structure when you need to go randomly fight for your life every few days? Can those laser punch into the earth? If I'm in the basement underneath you, do you just get killed too? Instead you just get a bunch of over-dramatized yelling at each other. I guess it's supposed to be anime/manga, but it didn't work for me."
ks-60500,Good at first few ep,5/10,13 December 2020,"It's really exciting about the first few episodes, the idea is brilliant n sci fic fans surely will love it. But it's becoming quite likely the same for game play to survive....ehhhh patience needed.
                
                    57 out of 111 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
slipstream3d,Good if you want to fall asleep then be startled awake by loud noises,4/10,8 July 2021,"Interesting concept. Extremely poor execution. You don't care about the characters (they're all annoying stereotypes), the acting is terrible, the English dubbing is terrible, the dialogue (English subtitles) is stilted, people don't act like actual human beings, and everything takes so long to happen. There's dozens of scenes just waiting, lingering on something we already know is going to happen - just get on with it!As the title of my review says, it's a great way to get bored to sleep then startled awake by random loud noises.
                
                    69 out of 118 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
Misss25,Why so hyped?,5/10,30 June 2021,"This is like ""Maze Runner"". I am kind of disappointed as I had high hopes about this. It felt like watching getting killed in different ways. Okay,the male lead is okay with his awesome skills but no one can solve the puzzle except him. Why? Are these are too dumb? And the ending was really the worst thing that could happen. The leader kills everyone just because they influence his friend(the previous leader)!! Isn't it really funny? He killed his friend that doesn't matter at all but his friend was influenced and that got him killed in his own hands matters🤣."
joyjzhou,Interesting adaptation,7/10,11 December 2020,"As someone who's a big fan of the manga, I think the Netflix adaptation does a decent job for anyone trying to find more Alice in Borderland content. However, the devil is in the details, and except for the main story arcs, it's quite different from the original story.Many characters are introduced earlier than expected, and some games have changed concepts entirely. Certain story beats are shuffled around or erased. In addition, Arisu participates in several games that he wasn't part of originally. I would have to say to avid fans of the manga to watch this series pretending you have no prior knowledge unless you like to be disappointed. But by itself, it was spectacular to watch this interpretation of Alice in Borderland.
                
                    96 out of 133 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
dseemalhar,"Decent second season, quite enjoyed it.",8/10,24 December 2022,"Binge watched season 2.Based on manga graphic novel,
This survival thriller drama has returned
with decent season 2 after 2 years.S2 picks up where S1 left off.Arisu and the gang continue to survive
in a dystopian world consisting
of death games and betrayal, and advances to next level of game.I really enjoyed this season more.It has Cleverly created thrilling games,
good character development,
quick transitions into flashback / back stories of character and present situation,
Good pacing except for last episode,
Easy cliffhangers, convenient plot development,
Good choreographed action n combat scenes
(specially in epi 7),
Decent performances,
Good editing, VFX n visuals.But it took too much time to reach the Climax.I'm happy with the ending.They kept one window open for next season.Over all, I enjoyed it.Total binge-worthy."
amaniam-34203,"Fun, but has many issues...",7/10,11 December 2020,"This show has a fun premise with great production. Some episodes are very strong and worth watching, but otherwise, the show is littered with poorly written characters that at times are acted out very stiffly. You can feel the actors going overboard or are poorly acting out a few too many scenes. The plot manages to hold interest but messes up small details that would often leave you face-palming or shaking your head.Overall, the show is a far cry from the 10/10 rating many reviews seem to be giving it... Think of it like a good way to mindlessly pass the time.
                
                    177 out of 260 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
Zebra7,Fun drama great for binge watching but overall average.,6/10,12 December 2020,"The first few episodes felt fresh and exciting, but dipped in the middle and I kept hoping for the latter episodes to reach a climax and in parts it seemed like it was on the way there, but then kind of fell flat in the end.The plot itself isn't bad at all and definitely binge worthy, but can't rate higher than 6 because of terrible acting. Cringey and awkward all round. I've seen some of the actors in other films/dramas and I know they can do much better, so I assume the fault lies with the director himself.
                
                    93 out of 149 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
mochteam,Feels like a live action anime,3/10,8 October 2021,I give it a 3/10The series feels like a live action anime. Some of the characters even seem like the usual anime tropes you'd find. Maybe if I hadn't seen Squid Game when it debuted I might have enjoyed this more but nothing beats the dark grittiness of Korean cinema...especially when it's executed so well.This show is much more in tune with the Japanese anime style of mixing action with drama back to back and throwing in over the top characters and ideas to keep things interesting. The show is probably more engaging for a younger audience than for others looking to get more substance.For me I found it a hard watch because the characters are very generic and the plot revolving around them playing games for days to avoid execution is less exciting than you would think for it to be. You find yourself not caring much for any of the characters at all because they're unrelatable. So far I've made it quite a bit into the series but I found myself losing more and more interests every episode. It's hard to be concerned about characters you don't care about in a series that requires you to care if the main characters live or die in order to enjoy it.
Reenoeh,LOOOOOOONG scenes,3/10,14 December 2020,"5 minutes just running, 3 minutes just thinking, 4 minutes just being quite and looking. Some of the games are fun others are just hide and seek with and without guns. MEH. It has potential just wish it wouldn't be so fxking slow. I skipped to the ending and you know.. it's kinda what you expect but nothing more. Season 2 - without me.
                
                    49 out of 94 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
kjjames81,Not worth the 10 stars.,5/10,30 December 2020,"Okay the ten star ratings are a joke, the series itself wasn't bad but it had a lot of good and bad points.
Episode's 1 & 2 were really good.
Episode's 3 & 4 were slow and I nearly turned the series off.
Episode's 5 & 6 again were really good.
Episode's 7 & 8 were disappointing.
So really a series of hits and misses, I am glad it was only for 8 episodes otherwise it would have dragged on and on.
The cgi was laughable as we're some of the scenes such as the bus scene.
As for the scantily clad girls, have a meal.
                
                    24 out of 46 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
stellansson,You will be disappointed,2/10,17 December 2020,"Nice idea, but the lousy dialogue and cringeworthy acting finally made me stop. I normally really like Japanese productions, but this was just bad and possibly the most overrated show in a while. Hopefully the rating will balance itself once more realistic ratings come in to counteract all the 10 clickers.So seriously don't waste your time.
                
                    87 out of 177 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
ansirahka,It's not a phase Dad!,4/10,23 December 2020,"The series felt like a justification for otakus who thinks one day they'll save the world with their gamer power.Still it was a pretty fun watch, if you can bare the overly edgy characters, ridiculous plots, and a story that makes wtf sense.
                
                    33 out of 66 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
AtlanticPirateK,This is something I haven't seen in a long time!!! UNIQUE!!,10/10,27 December 2022,"I loved this series incredibly, its story is amazingly woven that takes all the breath and gives you everything from excitement, action, drama and adventure.I fell in love with this series, and because of my admiration for it, I watched the two seasons in less than a week. It is wonderful without any argument. The directing, the acting, the story, everything is on another level of creativity.I just do not like sexual scenes or nudity in dramas or movies, and this is something that appeared several times in the first season, and exaggerated nudity male scenes in the second season, so caution is required.
                
                    12 out of 17 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
aheyland-89052,The bad stuff outweights the good stuff. Still watched it...,5/10,25 December 2020,"It starts with a really interesting plot and also the characters are intriguing. The Japanese way of story telling is appealing although from a western perspective one is not used to it. Also the side topic of gender roles is fitting into it.Having said that the show delivers spectacular bad twists, character developments and acting. It's so weird to watch and painful but I really wanted to see the end of the show.Unforgettable the ridiculous fight against that cougar, the march back with bike all in the same time, the main characters always thoughtful games whereas others fight animals, the incapability of just killing this Aguni and so on... it's just so bad.Why did the girl revealed that she was the dealer? How did that help anybody? And then she died. Great job. And what about those cards. Where were they coming from and did they actually needed the cards? And why is everyone young and the girls always in bikinis?"
backnblack-06123,gets old soon,6/10,14 December 2020,"The acting was good just to long with a plot that gets old, not many likable characters in this series and I'm being kind with 6 stars.
                
                    23 out of 45 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
chiragrathod19,Alice In Borderland Skip It or Watch It?,8/10,8 February 2023,"Better than squid game?I said Yes! Alice in Borderland is an excellently delivered story. It is filled with memorable characters and gut-wrenching moments. Depressed gamer plays for survival in violent drama. In This series we witnessed thriller games and extreme violence.Season 1 : Starting is great upto 3 Episode after that story getting slow in some episodes but ending is good. Casting is also great. All characters past story ideas is good.Overall rating 7.5 out of 10.Season 2 : Better than season 1. Lavel of games is getting more difficult. Good to see game masters playing with player. Ending is more satisfying but their are some questions are unsolved, Not surprised if there is season 3 !Overall rating 8 out of 10."
royhectorkabanlit,One of 2020's Best Netflix Series,10/10,14 December 2020,"There are Series on Netflix that you have high hopes for or just seems good, but end up flat on their Faces when you finally watch it. On the other Hand, there are Series that you don't have a lot of expectations or know little about, but turn out to be a really big surprise.This is one of those Series, I literally knew nothing about it, I just tried it out and it turns out to be one of the best Series I have seen this Year. It is a Mystery-Action-Adventure-Thriller about a group of Friends who end up in a Place where they are forced to participate in Games that result in Life or Death.This Season the Series didn't really focus too much on the ""Why"" and ""How"" the People ended up where they are, it focused more on the Games themselves, and the Experiences, Group Dynamics and Background of the Participants.Each Game is unique and thus have to be solved in a relatively unique way also. The Pacing, Storytelling, Characterizations, Acting, etc. are all pretty good, there's not a lot of dull moments in the Episodes, there's always something interesting happening.It's just one of those Shows where, once you start watching, you just don't want to stop. Truly a Hidden Gem, it is a Japanese Production, not much Promotion, not much hype, hopefully it won't stay hidden for long. For Science Fiction Fans, this is a Must Watch for me, again one of the Best Series I have seen this Year."
anthonydapiii,Great Ebbs & Flows,8/10,16 December 2020,"I see the one in which the director and screenwriters made this show have that of an archetypal path.I loved its Hunger Games/Maze Runner type feel.The conplexity of the games to then have it looped it to mind games and personal character relationships was fascinating.Great watch - especially with friends.
                
                    14 out of 26 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
Leofwine_draca,Real consistency,7/10,16 April 2021,"Review of Season One:ALICE IN BORDERLAND is a Japanese Netflix TV show based on a popular manga (as are so many). I'm just done watching the eight episodes of season one and I'm blown away by the quality of the series. It's very much like an updated BATTLE ROYALE, with a sudden apocalypse followed by incessant life-or-death games that our protagonists have to play through to earn playing cards. Imagine THE CRYSTAL MAZE but with killer lasers and arterial spray instead of Richard O'Brien waffling on about mumsey and you've got it. Excellent quality throughout and a great mix of plot, character, FX and action. What impressed me most is the consistency of this one, usually a show has some weaker episodes but I rated all of them 7/10 or above, so it gets a 9/10 overall from me. It really is that good and I'm eager for season two.Review of Season Two:Oh dear. Season 2 is a big let down and drop in quality from the first one. There are eight episodes and at least half are filler. Some of the action involving a guy marauding with armour is fun but hardly a 'game'. There are a couple of really good games here but most are rushed through too quickly. The last episode, which explains the whole plot from the beginning, is appalling. Average at best, this one."
hiepph,Japan did it again,8/10,13 December 2020,"This series is so Japanese (and so Tokyo-ish in particular). Characters are transported to another world suddenly, with no explanation. The story flows with all its strangeness and has an open ending (for season 2). The violence, tragedy, and darkness of the series always keep me on edge.
Perfect for binge-watching on the weekend.
                
                    51 out of 92 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
pieraussie,Yawn,1/10,4 December 2021,"The issue of false reviews to help hyping a show is becoming a worry. This way we can't trust a rating anymore, we will just make up our mind watching. This would mean the end for IMDB. This show is boring, stupid and useless. Just watch this if you run out of sleeping pills.Yawn.
                
                    27 out of 54 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
Roma73,Would've rather rated it 0,1/10,10 October 2021,"Started off as a 6, then quickly sinks to 0.Teenage flick. Melodrama, cringing overacting, lousy scripting, uninteresting characters. I was still curious to see where this would take us but the acting and script bothered me so much I forwarded often. The story is similar to Squid Game, which I thought WAY better in comparison. Also, there was a lot of stuff I didn't think remotely credible. I don't mind absurdistic storylines if well executed but can't stand characters making ridiculously stupid choices. I've decided not to list them as to not have spoilers, but there were many.One minor ***spoiler alert *** though: the ""beach"" scenes seemed ridiculous to me, suddenly all sunhine, party and swarming with people (whereas until then the world was dark and the people very spare), with as the leading bad guy another cringingly overacted completely uninteresting character. Little puts me off like empty-headed antagonists. Then he dies and the next absurd psychos step in. That was the main problem with this series for me (next to a thin storyline and unimpressive acting): I didn't give a rat's ### about the characters."
