User_name,Review title,Review Rating,Review date,Review_body
rick-429-633659,90% of this movie is almost Anime perfect,10/10,15 September 2018,"The characters look very similar to how they should look. Ichigo, Chad, Renji and Uryu are almost exactly as I picture them, though Anime tends to draw characters as more of a Japanese/European hybrid look. Byakuya was really close though I felt he needed to look a little more hardened and a few years older.As far as the story, the first half is almost dead on with the Anime, it was really in the last 20 minutes did they change it up a lot ending things a little different. Ichigo's character starts off a little slow but by the end he becomes the hot headed, arrogant, skilled fighter we'd expect. Was really happy to see them go all in on the fights and effects. Was not really expecting to see Sabimaru roar.. though I wish I could have seen a live action bankai. This was probably one of the best anime inspired live action movies I've watched. Would love to see a bigger budget sequel and do the soul society arc and see Ichigo fight all the captains. Also Netflix.. GET THIS AN ENGLISH DUB. It's ridiculous that you have it in like 6 languages but not English. All in all, if you are a fan of the Manga or anime, give this a watch. The costumes, props, character design and feeling of the movie is pretty accurate."
leonthesleepy,"Rest easy. Bleach is one of the best live action anime adaptations by far, with only minor issues.",7/10,20 September 2018,"Bleach (2018) wisely plays with a much smaller, and focused scope than most anime adaptations, and comes out as an enjoyable, and cohesive film that fans can enjoy. Thankfully, the writers did not try to cram every story arc in season 1 into this film like Death Note did, but instead focused on the important stuff like Ichigo and Rukia. The actors all do a fine job, and as long as you dont expect a 1 to 1 recreation, i think fans will be pleased with how much respect it pays to the source material.Now sure, its still extremely cheesy to see some sequences translated to live action. There isnt the iconic BANKAI sequence where you really see the outrageous power of a Reaper, nor do you get amazing action sequences. Plus, the PG 13 rating makes the action sequences surprisingly bloodless and tame by comparison. But what is here is more than serviceable, and its still pretty entertaining for what it is. Most of the humor also lands, and at its core the film has an emotional center along with an arc which it completes.I doubt we will get a sequel since the Soul Society arc would be insanely expensive and effects heavy, but the ending wraps it up pretty neatly so there is at least closure at the end for new fans who just came into the series. It doesn't break new ground, nor is it amazing, but it is a rock solid adaptation of the first season. The best praise i can give the film, is that it made me want to re watch the animated series again. Not because the live action remake was trash, but because it reminded me of why i liked Bleach in the first place."
alextalent,Admirable interpretation of the Anime!,10/10,18 September 2018,"If youve watched the anime then watch this film, it's loyal and doesn't spoil the memory of what was a fantastic series.Yes it has a B movie feel to it, the actors are hit and miss, some of the scenes are totally rubbish or pointless, they spent about £2 on the FX and the action betrays the limited budget by cutting to a weird camera shot to avoid showing what would be an expensive FX shot and then getting the camera in real close so it's hard to see what's going on.And yet I'm completely in love with this movie. It's funny, it avoids too many western tropes which a lot of live action Anime movies do to try and appeal to a wider audience , the acting is mostly good , they've used some of the voice actors from the anime to play the characters which is amazing and works well, the hollows don't suck, the practical effects are next level considering the budget, the story is shortened well , the way they've changed some story elements just in case there isn't a sequel is a good idea as Netflix isn't a reliable producer for sequels, they've managed to plug moments from the anime in without making it clichéd and I genuinely like most of the choices of actors and actresses.So all in all its pretty damn good .There's one huge flaw in this movie which does let it down other than the low budget and that's the bad guys (I won't insult them by attempting to spell their names). Rukias brother is absolutely awful. They've changed his abilities to suit a low budget , but they could have gotten around it by having him do nothing but a simple flash step to take down Ichigo. Instead he doesn't flash step, his fast attacks are fast...but not godly level like in the anime, and I'm not even going to start on his dialogue. The whole thing was a disaster and almost ruined the film. He's like a poor man's bond villan. Why on earth didn't they just keep him ominously silent like in the anime?? You fools!Ideally this film needed to be a TV series with the Stranger things budget, with some awesome FX to really make you feel the evil of the hollows, the power of the soul reapers, better action which flows naturally and the look of a modern series . But that'll never happen . So we can all watch this for what it is - a fantastic and loyal representation of one of the best Animes around.with an awful awful bad guy."
paul_haakonsen,Entertaining movie...,6/10,25 December 2018,"I happened to find the live action movie ""Bleach"" on Netflix. But I am only familiar with the franchise by its name, as I haven't read the anime, nor have I watched any of the animations. So I sat down to watch ""Bleach"" with a blank canvas left open to impressions, so to speak.And not being familiar with the franchise, I have no idea how true the movie is to the animations or anime in general. So I will not even venture there.I found ""Bleach"" to be entertaining enough for what it turned out to be. Sure, it had some shortcomings, but it was an overly entertaining enough movie.The storyline was nice and quite straight forward. It required very little attention from the audience actually to stay up to speed with the movie. Perhaps it was a little bit too simplistic and streamlined. But hey, it made for adequate entertainment, which is why we watch movies after all.I liked the characters - well most of them anyway. I think they had a good ensemble of actors and actresses to portray the individual characters on the screen.The CGI in the movie was actually quite good, and that was something that I was really impressed with. Because for a movie such as this, CGI was a make or break situation. Luckily they opted to throw cash into proper CGI and the result was fantastic. They had some great creature designs and the creatures looked very realistic and actually turned out menacing on the screen.One of the drawbacks of the movie was the music they had in it. It felt somewhat out of place given the presentation and mood of the movie. But music can easily be tuned out, so it wasn't something that dragged the movie down.Has this 2018 live action movie placed a seed in me that urges me to start delving into the anime or animations? No, not really. It was a good movie, good but not fantastic.Personally I don't really understand the title of the movie and franchise; ""Bleach"". It made absolutely no sense to me, and it wasn't explained throughout the course of this 2018 movie."
moelaphako,"A must see for Bleach Fans, & Anime fans in general",10/10,20 August 2018,"Characters look and act great.
The music is good.
Plot is good.
Action is outstanding.Easily the best live action movie I have watched so far.
                
                    73 out of 104 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
mayaek,Live Action done right,10/10,14 September 2018,"As a fan of the anime and manga, I was concerned about how they were going to condense the story into a film-length as well as the protrayal and interaction between characters. They took the right amount of creative freedom without losing the heart of the characters or story. In fact, the film wonderfully goes into more depth on certain aspects. Without spoiling, one character's interaction was different but did not break who the character is. That aspect is still growing on me but it's not bad. Overall, this film brought the story back to life and more.
                
                    58 out of 82 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
deathcomingtoaschoolnearyou,PLEASE MAKE THE SOUL SOCIETY SEQUEL,10/10,18 September 2018,"This was so gooooooood. I fell in love with Bleach back in 2009. I was thinking that Netflix was going to mess Bleach up like they did with Death Note, but NOPE! It was literally perfect. Warner Bros did an amazing job with all the characters and they made sure that the story stayed true to the anime/manga. Please please please please make a sequel to this. I really wan't to see the Soul Society arch. Make it into a series if you have to. It would be an amazing series with 45 minute to an hour long episodes. Either way I'm really impressed with what they did and I hope they make the sequel.
                
                    51 out of 67 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
kristinakoj,Def worth watching,7/10,14 September 2018,"I started the movie expecting yet another garbage live action,but found myself quite supprised. There were some changes that i didnt like compared to the original, but ll in all it wasnt bad. The casting of ichigo was amazing, however the other cast was so so. Also the lack of explanation about the bleach world could be confuaing to people qhove never seen the original. Either way you should give it a try!
                
                    22 out of 35 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
shoogeweegen-90169,"Unexpected, in a good way!",8/10,18 September 2018,"For a 'Live-Action' adaption from an anime-series, it was in my opinion a very well made movie contrary to my expectations.Many movie adaptions, be they from games of animes, usually leave me dissapointed. This mainly while they can never really translate the story or feeling behind the original work as well on the big screen. Which made me very dubious about the quality this movie would be when I spotted it on Netflix today. While Bleach (the movie) is not a cinematic master-piece like 'The Shawshank Redemption, or any other Hollywood movie in that regard, it should actually not be compared to those standards. While Bleach is a 'from-anime-to-movie'-adaption, it had me very sceptical at first. Those doubts where quickly expelled a few minutes in, when I really became engrossed and decided to grab a bag of popcorn to watch it with.The story and characters were believable, and the typical japanese over-dramatical acting kept to a minimum. The movie tried to put about a seasons worth of anime into roughly two-hours of movie, and I got to say they did it quite well! Within the time constraints a movie is expected to last, and the budget they had available, I can positively say that this is the best movie-adaption of an anime-series I have seen to date.This may not be the most enjoyable movie for those wanting realism, expecting a cinematic master-piece (or perfect copy/paste of the animes plot), or generally not into asian/anime-themed plots. Everyone else I would definitely recommend giving it a try, and seeing it for yourselves!"
avoiddistraction,10 out of 10 for effort. I'm torn...,8/10,15 September 2018,"The anime is 366 episodes and 4 films long. How do you squeeze it in to 1hr 40 minutes.You don't. You can't. And thankfully they didn't try. But season 1. Almost. Personally I think a film was the wrong move.
A movie intro to a mini series may of been a better approach. That said this was a great effort. The hollows are done well. The CGI is executed well. The characters are believable enough. Until someone dubs it. Please, don't watch anything dubbed... 
Chad isn't a big South American guy which I can't get my head around but blame the anime drawers for me expecting a more mix of ethnicities in this.I watched episodes 1 to 9 of season 1 again when this came on my Netflix and I was like ooh coincidence. And it was pretty much what I just watched. Some dialogue from certain episodes came earlier in the movie and I'm thinking OK so they are skipping that scene in this film... No there's the scene so why not leave dialogue where it was needed and had most impact. 
They honestly jumble things up just to claim they haven't copied their friends homework it seems. And it makes no sense.
There are some nice touches to this some not great but overall a good watch. I just wish they had got a deal to do a TV show after so this could have been polished slightly for an orsm action TV anime adaption. With no fillers like the bountou. Skip.
Hope there is enough love for bleach 2 but then I don't because it would be too much too squeeze in again I'm sure. 
I'm torn."
btbias,"A wonderful adaptation, but they left out or changed too many crucial elements.",6/10,17 September 2018,"I'm a HUGE fan of the Bleach series, so I couldn't help but critique every little thing as I watched. There were a lot of things that this movie did very well: character and set design being the main selling points. Renji and Byakuya both look EXCELLENT, and Chad is just about perfect. It's a shame he didn't get the screen time he needed.And that's where most of my dissatisfaction comes in to play: time. There is so much character development lacking simply because there's not enough time in a single movie to develop everything the way it needs to. For crying out loud, Orihime comes across as a nobody with an unjustifiable crush.. Talk about disappointing.Ichigo himself is, overall, a success. They did a good job portraying his desire to protect people and his overall negative attitude. So in short, his personality was well-done! What I WANTED to see from him, though, was that overwhelming feeling of power. The anime does an excellent job demonstrating the weight of someone's reiatsu (aka spirit pressure), but that concept is practically nonexistent here. Which means all of the fights (though amazingly choreographed with some clever editing to try matching the speed of the anime) lack some of the awe and wonder that sets Shinigami apart from mortals.Oh, and minor spoiler alert for fans of the anime... the scene with the Menos Grande were cut entirely, as was Getsuga Tenshou. Let that sink in for a moment.So why watch this at all? Because most of the story is incredibly accurate - until you get to the last half hour. The fights are pretty epic. And altogether, you can visualize the anime quite clearly as you're watching, giving you a wonderful sense of nostalgia."
nati0336,Wow,10/10,17 September 2018,"I already can't wait for the next one. It was just like watching the show. I loved it. They did an amazing job bring this anime to life.
                
                    12 out of 19 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
naijshua-627-972216,Excellent! But I WANT MORE!,10/10,11 November 2018,"I couldn't wait to write this review. I'm huge fan of the anime series! I think characters were excellent and you even captured the intensity of the battles.Now I know there's going to be a part 2. WELL THERE BETTER and here are somethings I suggest.1. Just stick the anime original soundtrack yes spice in some other things but music from anime is so sweet. There's no need to change things.2. Stick the lore a little bit more. There's so much good content you guys could have included and I know you'll master it with part 2. Just stick to the story.3. Make a part 2. And I figured there's going to be one because it was called ""Agent Arc"" And I can't wait!Thanks so much for making a good live action story of this film. I enjoyed it so much. It was truly nostalgic watching it. There were scenes and character that I saw that instantly put a smile on face. Well it sucks this is wasn't like any other Netflix series were I could get all 3 movies at once but I'll definitely be waiting impatiently."
blackreaper-32360,Not bad for a live action adaptation,10/10,15 September 2018,"Obviously, live action movies are tough. They're really hit or miss. I think bleach did a pretty solid job. Obviously there are some pros and cons, but let's be honest, it's tough to fight in the first 30 or so episodes in just 90minutes. I liked certain aspects of how the movie differentiated itself (slightly) from the anime; it was like watching original content all over again. If you're a fan of the bleach series, I'd definitely recommend watching. If not, then this may not be your cup of tea
                
                    18 out of 31 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
cutromichael,Best live anime that has ever came to the big screen.,10/10,19 September 2018,"I've watched all of bleach and all of the movies. I've read all of the manga stories. Collect all of the swords. I love bleach and everything about it. The movie was great and right on point. Praying that they make a second movie. With the soul Society and all the captains. Would love the see the 13 captains. Great movie all around!!!!
                
                    6 out of 9 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
phanthinga,This is Bleach live action movie alright,9/10,16 September 2018,Bleach is one of the most famous manga from Shounen Jump back in the day and the anime adaptation run from 2004 to 2012 used to make me and my little brother hyped as hell so lke any other fan of the series I'm lower my expectations despite the one behind the live action movie is Shinsuke Sato a telented director who bring I Am a Hero a zombe movie from a manga with the same name to life and today 16/9/2018 I'm finally got to see the Bleach live action and it surprisingly great.Actor Sota Fukushi who people may know him through the Kamen Rider Fourze series as Ichigo Kurosaki the man character of Bleach for me is like Shun Oguri as Gin-san from the Gintama live action movie which mean he nails the hell out of the character.Ichigo hot head attitude and Rukia tomboy personality on scene in real flesh and blood of a human is wonderful and not a single moment I feel cringe cause they both act like they are friends in real life which make me a bit sad cause if you know the end of the Bleach series they not exactly together as a couple.The Hollow fights to be honest kinda bland when compared to the first fight between Ichigo and Renji and later on the semi fight with Byakuya but when the story hit the Soul Society arc everybody know it all about the Shinigami VS Shinigami with full on BANKKAAAAAIIIIIII so let's fingers cross until the sequel greenlit
juanmuscle,God Bless Asians! period with excla!.,10/10,3 October 2018,"God bless wow, interesting stuff here a lot of stuff going on , lots to learn but one picks up as the action sequences explain further, very cool, very stylistic, very cool, I thought the bad things were really cool and the Asian people were not only pretty to look at , very aesthetic and exotic and cool but they had interesting words and cool words coming out of their mouths once we read the subs! Loved it, didn't look at the Manga I think that's the word but I'm sure its a fine fine book, very fine book, but this was really cool, I love the swords and the different styles , gosh that one dude had a huge sword and could do so much but the main leader guy , he was like old school, though they didn't keep their promises which goes against the whole honor system that is so great about Asian Culture but oh well, still a wonder to seize and enjoy, grab some pop corn and some ice cream and some junk food and sodas and and and it goes quick so if you all know anymore cool movies like this Asian though, write it down so I can see it! Cool very cool...
                
                    4 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
baumgaertner-timo,finaly the First Great Anime Live Movie,10/10,14 September 2018,"I'm a Fan of the Mangas and of the Anime since First Hour. 
Great Adaption, especaliy the Japans voices !! Must See for every Fan and for Action Movie/Sword/Samurai Fans ;)
                
                    29 out of 51 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
Sarevok-2,Great movie,8/10,13 October 2018,"This is what happens when you adapt an anime/manga, and get it right! Takes a few liberties, but stays faithful to the source. In all i was pleasantly surprised. Was a very enjoyable movie and i hope there will be a squeal.
                
                    4 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
fffigas,Awesome LiveAction for Bleach Fans,10/10,25 September 2018,"I will try to not create spoilers but i must say i was quite surprised to see this movie because it is so faithfull to the anime :D not only the whole story about ichigo familly but also the parts of high school, the whole turning to shinigami story and the fights and soundtrack are really great together. I thought the CGI would be worst then it really is and even the parts of the drawings of bunnies of rukia are in it . I must say that i missed KON altough i understand why he is not in it but still would be great. That and the fact that Inoue hadn't much of part in the whole movie , would be great to see more of her . I think Chad and Ishida had their parts good but inoue is missed in the movie. Really hope they make a sequel they have all the ingredients to make a better movie then this not because this is a bad movie but because the Bleach anime fans know that the next part of soul society is a great part of history :)
                
                    4 out of 6 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
mrc303,"Renji, the character and actor playing him, is awesome in this movie",8/10,19 September 2018,"I just want to say how much I enjoyed his performance. Normally, I find myself not wanting to see the reappearance of the bad guy in movies, but Every time Renji appeared in a scene, I felt like applauding.Regarding the movie in general, I don't know anything about this genre, but still found the movie to be highly entertaining. Casting was perfect, and this is very much a strong budgeted, professionally made movie. I would recommend it to anyone looking for a fun movie, who isn't bothered by subtitles.
                
                    4 out of 7 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
mail-3216,Worth it,8/10,4 November 2018,"Any fan of the series will enjoy this, much of the voice acting in the dub is the same actors from the series. The story covers most of season one, they do skip over a few things, we don't get to see Chad's powers at all. Kon doesn't even exist. There's no mention of what Rukia's punishment is (not anything close to a trial or execution in her future). They also wrap the movie up in such a way that everybody else besides Ichigo doesn't remember what happened.. but the graphics are amazing and quality dubbing. All in all it's a decent watch. I hope they make more to continue the series.
                
                    3 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
kosmasp,Bleach better have my money,6/10,17 April 2019,"That is if you still buy discs or even the digital version of movies of course. Silly joke about a rap song aside, I have not read the source material this is based on, so I can't tell you how close it portrays the characters. What I can say, is that the movie here has good stunts and action scenes overall. The mystery works for the movie as does the story.You have to like this kind of stuff otherwise you may feel annoyed or irritated. And overall I would call this a decent effort, which makes me curious about the overall bleach universe - I reckon it will be quite complex. If I find time I might check it out.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
DuskShadow,You Wont Remember Me...Maybe,6/10,17 September 2018,"Those were the last words in the film.
Which is how I feel about the film.
I enjoyed the anime immensely from the first time it aired on American channels, and even after the show was canceled, relegating its story to only the pages of the manga, I still liked the show. Its hard to adapt things from one medium to another like this, or from a video game. There will always be difficulty in making characters look ""right"" in terms of hairstyles, voices, etc, but the movie here did a fair job of recreating much of the animes style from the first story arc. The spirit was there,and that is all that matters. Hopefully they make more movies to continue the tale. The anime should not be forgotten. 6/10 ^~^ Enjoyed."
leijwells,Must see,10/10,14 September 2018,"Amazing film, highly recommend any bleach fan to watch it. Found that if I watched it on my phone there was no Japanese audio but watching through the ps4 it has Japanese 5.1 so try to watch on a home device and not a portable unless it was just my s9+ that it didn't like.
                
                    37 out of 62 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
mashighway,Minor hiccups here and there but it restores my faith in live actions. its a MUST WATCH,8/10,15 September 2018,"Although I have never had much faith in live actions before but this one definitely restores my faith in them. The casting is fantastic and I couldn't have asked for a better actor for Ichigo. He nails the character perfectly and also portrays it very genuinely. Miyavi's Byakuya Kuchiki had his moments. I would have preferred him to be the emotionless stern expression guy that he was in the first arc of Bleach anime but still he portrayed it very well. Isshin Kurosaki was very carefully positioned so his true nature is not revealed nor is there a plot hole where it could have been revealed. Urahara as well. Not much revealed about him either which I liked that way. My only complain is the character of Abarai Renji which sadly the actor nor the direction did him justice. He was not a crazy narcissistic psycho in the anime but has been portrayed as such. 
Now on to the story what I love is that they stuck to the first arc and didn't shove the 2nd arc (Rukia's Execution) in it. They completed the story as well as they could and I really love how they took care of certain elements which have an impact later in the movie. I did have a qualm during the ending as it did not give any hints of the 2nd arc being in the works as there was no indication of it at all. 
The dialogue writing did fall in certain places but overall well written. The cinematography and especially the CGI was very very well made. Fight sequences were the very best that I have seen in anime live adaptions. Overall its definitely a must watch."
sushantmondal-107-897066,An awesome manga film,8/10,29 November 2018,"Most of the times, manga films (talking about live action and not anime) have left me disappointed with the lack lustre performances. The initial 5 minutes or so felt forced, but soon turned out to be a spectacular movie. Its a good intro into the bleach series for uninitiated, and the action sequences are superb to say the least. The only drawback is on the depth of characters, especially Rukia's and Ishida's character development felt too rushed - but with the limited time in a movie, guess its ok. After finishing this eagerly awaiting for the sequel which if made would be spectacular. Can honestly say if this movie was available more widely and in english all over the world, it would give the marvel universe a run for their money.
                
                    3 out of 4 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
TheOneThatYouWanted,Boring,6/10,8 March 2022,"Well, at least the end has good action. Yup, and that is all I can say positive about this film. Also the actors do a good job but man, do they skip and drag on plot points and etc. If you're a fan of the Bleach anime, bring a pillow.
                
                    1 out of 1 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
