User_name,Review title,Review Rating,Review date,Review_body
mariousa-54084,Charming TV show,10/10,20 November 2021,"Dont know why there is such a low rating from some I think it has is own charm and realy like the cgi and cast. Hope there will be a second season and of course it's not like the original anime... but its worth watching.
                
                    124 out of 222 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
worksmart-58506,Bravo!!,10/10,19 November 2021,"Honestly wasn't expecting much from this because the original is so damn brilliant and i thought maybe Cho wasn't the best actor for the role. HOWEVER i couldn't be happier with what this show is. It captures all the genius of the anime while keeping as grounded in reality as much as possible. The casting is actually amazing and although I miss Spike's raspy voice, Cho is fantastic and a really good martial artist to boot.The effects are brilliant and 100% true to the original, and it has all the rawness, violence, humor and emotion of the anime.Ignore the bad reviews! Pure nonsense. I see people complaining the music doesn't work, there's too much violence, it's not close enough to the original or instead too close, tries to be something it's not etc etc. Very clear these are trolls or people who're just completely clueless as to the brilliance of the original, because none of these complaints make any sense.Possibly the best Netflix production yet...bravo!!!"
hydralien-40230,Hit and miss,7/10,20 November 2021,"There are expected controversies around how faithful it is (or should be) to the source material - some points are literal retelling of the story, some are drastically different. I think it's mostly good that they're changing the story at times, it's a new material and a new medium after all. And I think they actually are the story difference are actually fixing the issue of the source material where the story was not sufficiently told in the end.What's really great about the live action series is a visual style - it's realistic (the CGIs are mostly about space and some background imagery) yet very bright and vivid and ever-so-slightly goofy. The pace and character development is also great, it's all coming together nicely.But it's a real hit-and-miss in the actors department - some of them are really in the right place and the resulting characters are truly great (like Spike and Jet), some of them come unbalanced (like Faye), and some are a complete disaster (like Vicious and Julia), which is really irritating.It's still very worth the time, for it's a quirky and goofy blend of visual greatness and great characters."
pensman,Old school meets new school meets Whatever,9/10,26 November 2021,"Just pure fun. Basically, it's watching a crew of crazy bounty hunters chase the wanted through a universe out of a demented anime future that mixes jazz, special effects, and a great cast who pull it all together. It seems someone or something blows up every other scene. I like to kick back and watch ""Peter Gunn"" and ""Richard Diamond"" in space opera: BOOM.
                
                    180 out of 353 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
IonicBreezeMachine,"A flawed adaptation that doesn't reach the level of its inspiration, but is stylish and well made with good performances",7/10,5 December 2021,"In the future, mankind has established colonies throughout the solar system and left Earth behind. In this future, bounty hunters known colloquially as ""Cowboys"" travel the galaxy looking to collect prices on the heads of any number of terrorists and criminals. The show follows the crew of the spaceship Bebop owned by a former cop, Jet Black (Mustafa Shakir), whose past has left him a mixture of man and machine with cybernetic limbs and prosthetics, former syndicate enforcer, Spike Spiegel (John Cho), who is haunted by his past and the woman, Julia (Elena Satine), he left to it, opportunistic cowboy, and Faye Valentine (Daniella Pineda), a woman with no memories of her past life before being revived cryogenically and swindled by a con artist as the group work as ""Cowboys"" to try in vain to keep their heads and ship above water. Meanwhile, Vicious (Alex Hassell), Spike's former partner whose now married to Julia gets wind that Spike is still alive after having seemingly killed him years ago and sets out to kill him while also staging a coup within the Red Dragon Syndicate.Airing in 1998 in Japan and making its debut in 2001 on Adult Swim in the United States, Cowboy Bebop is often regarded as one of the quintessential modern anime classics due to its richly nuanced characters, eclectic mix of styles and influences, and a soundtrack rich with personality. Since 2008, Studio Sunrise and Shinichiro Watanabe, the company and director behind the original have been closely involved with attempts to bring the property to feature film format with an incarnation at 20th Century Fox starring Keanu Reeves as Spike Spiegel beginning development only to languish in development hell much like other long gestating adaptations like the since released Ghost in the Shell movie or the ongoing cycle of green lighting and cancelation that is the Akira adaptation. Eventually the project landed at Tomorrow Studios, the producers of the successful TV adaptations of Hanna and Snowpiercer and secured distribution for Cowboy Bebop at Netflix alongside an in development adaptation of the One Piece manga. After a 14 year journey, the Cowboy Bebop adaptation is okay.The show makes a good impression with its three leads played by Mustafa Shakir, John Cho, and Elena Satine as Jet Black, Spike Spiegel, and Faye Valentine respectively. The three have a natural chemistry that comes through in their performances and from the way they carry themselves to their various interactions over the course of the show, the three convey that ""dysfunctional family"" dynamic that was present in the original series while making it their own. The cast all hold their own in the action sequences and were reportedly trained by 87eleven Action Design who were also responsible for the stunt work in Atomic Blonde, Nobody, and the John Wick series and it shows with the choreography smooth and engaging with good sense of spatial geography and flow. The production design is also well done capturing most of the future present in the original series with a mixture of film-noir, western, and 70s iconography that made the style and environment such an engaging place.The show this time around tries to have a ""binge friendly"" narrative as opposed to the episodic closed ended nature of the episodes of the original series where Watanabe treated each one like a stand alone movie. The original show despite being seemingly limited by a half-hour runtime managed to fit in a lot of plot and character through visual storytelling and atmospheric visuals where the music would play over moments of science and emptiness to convey a sense of mood and atmosphere. The show tries to build a season long arc out of Vicious' coup with the syndicate and on paper it's not a terrible idea for a overarching narrative as it was briefly glimpsed at in the show, but unfortunately the syndicate coup and its politics are probably the least interesting thing in the series and feel more like a weight the show is dragging around with it. While there are ""villains of the day"" most of them aren't all that engaging and pale in comparison to the menace, mystery, or humor of their counterparts to the original series. Some parts do still resonate such as episode 7 where Faye finds a VHS tape that's a clue to her past, and the acting by Elena Satine along with the direction and music manages to capture the same level of emotional resonance that was in the original. Unfortunately that's only one scene where I got that level of emotional resonance with most of the other scenes never really achieving that.Cowboy Bebop doesn't escape the shadow cast by its anime counterpart, but it's also not a complete failure either as seen with instances such as Guyver, Fist of the North Star, or Dragonball: Evolution. In terms of anime adaptions by western studios Cowboy Bebop hovers somewhere between Christophe Gans' adaptation of Crying Freeman and Robert Rodriguez/James Cameron's adaptation of Battle Angel: Alita. The show is perfectly serviceable in its inaugural season even if I'm not sold on every aspect of it, and the ending to season one promises further divergence for season 2 should it be renewed. But considering that redux/remake versions of Evangelion, Berserk, and Sailor Moon exist, this should be taken for what it is: another approach to the material. It doesn't replace the original nor should it, and it's okay enough that it won't dissuade people from checking out the original. Who knows? Maybe this will nudge people towards checking out the original series."
johntk1566,So much fun,9/10,21 November 2021,"Watched and loved the original back in the early '00s. I didn't expect this new series to be a joygasm of nostalgic rememberries, and it's not...because nothing is...ever.That being said, I really enjoyed this adaptation of the story and the new approach on the characters. The balance between action, comedy and drama was done really well. I'm really looking forward to how they'll continue things.
                
                    79 out of 137 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
divg-57-800054,"Not epic, not like the anime, but still fun to watch.",7/10,21 November 2021,"-For me the cast is decent, except Faye Valentine (Pineda), but still tolerable.-The universe, visuals and costumes are good.-The fighting scenes were ok
-The plot changed a lot, but i understand that adaptations do that, so I'm not angry like many here.-If you never watched the anime, this series could worth a watch. If you are a true fan, dont expect a spectacular and accurate adaptation.-The ones who gave 1 star are too salty, maybe their nostalgia is too strong, and they just shouldn't see any live action adaptations.
                
                    84 out of 141 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
Snownoise,John Cho surprisingly pulled it off well.,7/10,21 November 2021,"I was skeptical about the cast at first, but John Cho was surprisingly pulling Spike off very well. Now, I can't seem to find any other actors to play Spike other then John Cho. Jet Black, on the other hand, the beard on him looks too artificial. It just doesn't sit well on the guy. They could have styled the beard as its own since they changed the character to a black guy, but then somehow they attached the original character's beard on him which seems to be the general issue in this show. They changed some elements in the animation and adopted new things to a live action show, but then they somehow applied original elements back to new things. They don't get along well together, and often produces some silly chuckles and eye sores just like Jet Black's beard. Overall, the show is interesting as its own. It could have been better if they have made it as a standalone show instead of making a carbon-copy version of the original animation.
                
                    69 out of 123 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
yamagata@virtual-markets.net,This is more than a decent effort.,9/10,19 November 2021,"I am glad I saw this episode before looking at the reviews. I really liked the effort that was put in the first episode. The music, the visuals and the acting all brought the anime to into mind. I really like John Cho in this role, but I have yet to see anything that I did not like that he was in. The actor that played Jet captured the essence of the role, and the actress that played Faye Valentine was more that adequate in her role. You should not go into this with expectations. I for one was impressed by what they achieved and it was a good time well spent. I am glad I watched this. I will see if the series holds up over the long haul, but after the first episode, I give it a 9.
                
                    86 out of 150 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
ty-jensen,Cool space western!,8/10,21 November 2021,"I was aware of Cowboy Bebop in high school but I didn't see this anime till it launched on Netflix. If Blockbuster had Cowboy Bebop, I would of rented it. I knew the movie was standalone but I wanted to see the show first. I enjoyed both versions, yes the anime is better.The acting is great, I think most fans agree. The cast have good chemistry which is crucial. I probably would be more critical if I watched the anime a few times. The guy who played Vicious was good but I skipped a few scenes, I partially watched this show at night.I think Cowboy Bebop is fairly faithful to the anime, I seen it only once. I think hardcore fans feel its only loosely faithful to the anime. The show isn't overly serious, I guess it has more humor than the anime.The cinematography and sets are good, this universe looks lived in like the original Star Wars trilogy. Both versions blend the past and future mainly the weapons and cars. Having said that, the CGI is lame. Maybe some fans feel this show almost looks fan made.The action scenes are fun, they're well shot and edited. Maybe the first action scene was somewhat choppy. The action is bloody but stylish so it shouldn't offend anyone too much.Overall, Cowboy Bebop is a fun space western. I recommend it to anime fans and science fiction fans. I guess hardcore fans are disliking this show. Hopefully Cowboy Bebop gets renewed, I see it having three seasons."
danteshamest,Campy and Fun Adaptation,8/10,19 November 2021,"A lot of love and effort went into this adaptation. It won't please everybody, but for the most part I can see the creators have tried to be faithful to the important parts of the anime.I admit I had my doubts about John Cho, but he plays a really cool Spike. Mustafa Shakir and Daniella Pineda also deliver good performances as Jet and Faye. The dialogue is campy, but in a good way like the Kill Bill movies.The episode plots are based on the anime, but also fleshed out a lot more. For example, in episode 1 of both the anime, they don't show exactly how Asimov survives the bar shooting, but in this adaptation he is clearly shown to be shot, but the bullet wounds aren't fatal thanks to RedEye.Die hard fans will always fine something to complain about Netflix adaptations, but I for one am happy with this series overall."
batmanforever-93249,This series is AWESOME !!!,10/10,19 November 2021,"-I just spend one of the most exciting hours of my life watching the first episode of this series .The acting,the special effects,the overall design,the atmosphere ,everything is so good !!!
                
                    145 out of 287 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
Tweekums,Solid sci-fi series inspired by a classic anime,8/10,12 December 2021,"This sci-fi series, inspired by the classic anime of the same name, is centred on three bounty hunters who hunt down the solar system's low lives. They are based aboard a spaceship called the 'Bebop. Spike Spiegel is a former gangster and his partner Jet Black is an ex-cop; they are later joined by Faye Valentine; a woman who's past is a mystery to all... including herself. Over the course of the series they have various run-ins. As well as following this trio we see scenes featuring Vicious, Spike's one time friend who is determined to kill him; he is also ascending in the Red Dragon Crime Syndicate.I was a little apprehensive going into this; I really enjoyed the anime and was fearful that this would disappoint. During the opening episode I suspected my fears might have been justified; I thought it was trying to copy the original too closely... scenes that looked cool when animated felt a little cheesy in live action. I'm glad I stuck with it though as I found the series growing on me; especially after Faye joined the crew... by the end I was really hooked so was more than a little disappointed to learn that it had been cancelled. I thought the cast was pretty solid; they may not have been exactly like their anime counterparts but that wasn't a problem for me. The tone is quite dark at times; particularly towards the end; there is also quite a lot of swearing, which I don't recall in the anime version. Overall I'd say this turned out better than I expected; I'd love it if Netflix un-cancelled it but to be honest I can't see that happening."
Alcaminhante,Excellent tv space opera with a classic retro feel and tons of humor set on a really detailed amazing unique universe.,10/10,24 November 2021,"I was never a big fan of the anime itself, but somehow this live action caught me off guard and I totally love it.The concept design is fantastic in the way it brings to life the limited drawings from the anime and this is one of the best looking space series in years.I don't understand how some people don't enjoy all the weirdness of the atmosphere because I love the tone of the humor and most of all the visual references and in jokes. By the way was that the bar from el mariachi / DESPERADO Robert Rodriguez movie in the first episode of this series ?!...
The whole thing feels like a cross between the 5th element, firefly , Killjoys and a bunch of other stuff but the 70s vibe gives it a really fun personality.I like the humor, the characters and the classic space opera adventure feel and I don't mind the changes relating to the original anime at all.Now I just want to go buy this to own it in Blu-ray and i hope they release a good concept art book from this series soon too.Ignore the bad hype. If you love classic space opera with a retro feel this is for you.And if you like this one also check out another series called Vagrant Queen which has a similar vibe and it's even more crazy. There's only one season of that one but it's a blast. I hope cowboy now gets a few more seasons and not end up like the Vagrant Queen series did."
dmoorejr,Faithful Yet Different,9/10,20 November 2021,"Faithful, yet different. Cowboy Bebop takes everything great about the anime, and it translates well with the set/costume design. Beautiful Cinematography, and stunt work. They even manage to add dimensions to the main characters that previously weren't in the anime. Some may think that's a negative but it's not. And this show isn't a direct frame to frame copy. However it does hold up on it's own. 10 episodes is a perfect season length. And was very surprised how well this was made. Anime die hards will never like live action, and you cant fault every live action adaptation for being one.
                
                    41 out of 76 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
rdvljunk,slow start but grows,7/10,25 November 2021,"It is hard to make a real-life version of an anime, actually to make a good real-life version is nearly impossible. Life actors simply can not compare to an anime, nor can the setting be copied, no matter how hard you try. It is a completely different atmosphere and dynamics. I just do not understand why movie makers don't get it that life action and anime are different worlds.Having said that, I have to admit this is a pretty good try. A lot of style elements of the anime have been copied successfully, although also some are dearly missed. The stories are in general simplified (like the fight with the mad clown) and characters like Ed are missing. Ep 1 is pretty bad as an intro to the series and makes you fear that this is another insult to a classic anime, but after that the series grows and gets it's own flow. It is very worth while to watch, however fans of the original anime will, of-course, keep mentally referring to the anime and miss a lot of the anime's characteristics and story-line."
jakespina,Not Nearly as Bad as People Made it Sound,7/10,22 November 2021,"My only casting dislike so far is Faye Valentine.The writing for her is awful, and her delivery is even worse. She also doesn't look the part either. Faye was the stereotypical femme Fatale in appearance, but juxtaposed by her brash nature. This actress lacks the first part, which is important to her character. She's cringeworthy. Also not a fan of vicious, either. But I'm telling ya Faye is really bad.Jet is great. Spike is pretty good.They NAILED the environment and atmosphere. Production is amazing. That really helps the affair.Music is the best of all. Amazing. They brought back the same guy from the anime. It's incredible stuff.They did make some stupid changes to things that I found entirely unnecessary, though. Why? Beats me.It's not the anime and it never could be. But it's a damn good show, especially when you compare it to every other animation adaptation to live actionGive it a shot and don't let others whining taint your experience."
smaniatopoulos,Halfway review.,7/10,20 November 2021,"So this show comes with very heavy legacy, namely the extremely stylish and memorable direction and aesthetic of the legendary anime director Shinichoro Watanabe, whose original production made Cowboy Bebop famous as one of the best anime shows of all time.Now the reason the anime was so famous is because it is a curious blend of entertaining story and likeable (but somewhat cliched) characters coupled with incredible visuals and unbelievable music.More importantly, the color palette and imagery of the anime series created a very original mixture of cyberpunk and the wild west, with bright and earthy colors and ultra modern cities that somehow seemed old and dirty, the way some towns of the Old West look half eaten by the desert and forgotten by time.It was a very unique visual style.And it has not been replicated ever since.The NETFLIX series is completely different. Though it adapts the storyline, the characters and the universe of the original Bebop series, its blue, cold palette has nothing to do with cowboys or deserts. It is an ultra modern, tv-series scifi aesthetic, that looks completely different in tone and style to the original. Even the close-up shot of the famous ""rose in a puddle"" from episode 1 manages to look significantly different.And as a result, this show is lacking character. It screams ""generic scifi, no distinctive style, no uniqueness, no Watanabe"".The cast is also a mixed bag. John Cho is not believable as Spike, and though he tries to bring personality to the part, he just doesn't look it at all. Think of it a bit like Bruce Willis playing James Bond. Mustafa Shakir is considerably better as Jet Black.However, as it happens with Manga adaptations (think Ghost in the Shell), both are underacting their parts. This is why American comic book characters (eg Marvel) come across as more believable when played by actors: ""Manga acting"" requires Al Pacino in Scarface levels of intensity.The music is unbelievably great, as it was in the original, and you should stick with the show for a couple of episodes -even if you don't like it- just to listen to the soundtrack.Overall, this adaptation is subpar, mostly because they failed to capture the Watanabe aesthetic and style. The best way to describe it is to say that it feels like a Tarantino remake shot by some random tv show director.I give it a 7 because, despite its flaws, it's well produced, the CGI looks occasionally excellent and the story is enjoyable. If you like hard scifi, you will enjoy this.But Cowboy Bebop, it ain't."
daisukereds,"""Brainless Fleck of Mediocrity""",3/10,19 November 2021,"I watched the Anime many moons ago, and re-watched some to compare, but I completely understand it's charm. My favorite part of the franchise will continue to be the animated movie! This adaptation is heavily modified scripts, and it's not a faithful adaptation. For example, dogs in this universe are a commodity instead of being common ""mongrels"". And more importantly, many character changes are considerably worse. A focus on a certain character instead of a more ""family"" theme hurts it. This is, subjectively, a big downgrade.Choreographies are good for the most part. It is a bit awkward, with some very nice stunts here and there, and the occasional use of interesting camera work. At time, ""hits"" have no weight to them (partially a physical thing as well as a lack of proper sound editing) and not as dynamic, as what you can achieve on paper. The dialogue is at times bland and predictable. The colorful music (obviously the best part of it) doesn't work as well over the gray and brown filter the whole show has.Regarding the casting, John Cho is a tad too old for the role of a ruminating yet cool guy. And that's a big detriment to the youthful and charming character that is Spike. Still his portrayal is acceptable for adaptation standards. Certainly not memorable. Mustafa, on the other hand, is easily the best of the bunch.. but makes me wonder if it is the case because of comparison. As partners, they work well together and makes the show watchable. Then comes the worst part.. instead of Faye Valentine, we get the annoying character Daniela Pineda portrayed in Jurassic World - Fallen Kingdom. Sadly, very unlikable. Funny how the cowboy Judy from ""Big Shot"" is practically the same eye-candy character, but they were worried about Faye's looks. And finally, both Vicious and Julia feel like a downgrade. Giving them more spotlight is not always a good thing. Sometimes, the enigma and mystery of their personalities is a positive.. not here.It's an overall cheap-looking show (almost fan-made) with a great score.. From sets to costume design, to visual effects. And as a ""space opera"", is a bit lacking. Feels like it was made for the masses, much like with Death Note before it.""If you are going to change something, do it better, not worse."""
bobetjo,Quite Enjoyable and Faithful,8/10,22 November 2021,"I was not sure I was going to like this. But actually the acting by all the characters carries off the anime style of speech without embarrassment. The fight scenes are not overdone and the action bears a resemblance to the Tarantino.The graphics portray real scenery modelled almost as cartoon. And it gets away with it.There is a great 90s feel. I liked it. It kept moving.
                
                    35 out of 67 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
therskybznuiss,Would be run of the mill Sci-Fi Sit Com if it weren't called Cowboy Bebop.,4/10,6 December 2021,"Everything good about it is from the anime, everything that sucks is what's been altered/adapted/changed from the anime.I might have given this a 6 if they'd somehow not tried to commercialze the crap out of this.The fact that there's no end in site truly is a shame, Spike isn't supposed to be a 50 year old male, Faye is supposed to be a femme-fatale and Vicious isnt supposed to be some Shakespearean Flamer.Eff this show in it's current form.
                
                    75 out of 156 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
BennyTV,Umm- people have selective memories i guess-,7/10,20 November 2021,"Dude- the anime was way ahead of its time, so much so that it was scary accurate in predictions- just like other sci-fi greats.My advice to most is: dont re-watch the anime. You saw it 22 years ago and there is no need to ruin this version by drawing comparisons which, is satisfyingly true to the original source material in more ways than not. If you watch this after rewatching the anime, it will seem redundant. Which is why i will save the original for after this pretty dope ass show.Everything is smooth and violent and slick and beautiful.I think people forget that wayyy back in '98, trans, sexuality, social commentary... was all present in the anime. It takes place in the future for poops sake- of course it wasnt forced. Doesnt feel forced here either its just; unfortunately the world we live in. If you want content, you gotta put up with a minimal amount of wokeness. But in general, all other shows and movies are too woke and annoying and ruin the story.Just watch the first 2 episodes and decide to continue or not. What else u got goin on?"
deadshyguy,"It's great, def worth watching if you're a fan of the anime",8/10,19 November 2021,"Well done adaption that embraces the campiness of the anime and does it damn well, Netflix actually listened to the fans and gave them a solid recreation of the anime with a few twists and changes that don't stint the series and keep things fresh.
                
                    55 out of 101 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
cammic,Star Wars meets Bruce Lee in the Wild West,7/10,20 November 2021,"I found this entertaining, a little confusing at times, but still good. Lots of plots and ""king fu"" action and a few good chuckles as well. I was not sure if this was for me....but it is different!
                
                    30 out of 55 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
jimwt66,Not a show for me it seems.,4/10,12 December 2021,I gave it 3 episodes but the fight scenes looked like they were doing rehearsal of the fights. The moves were slow and looked like they were thinking in their head Step 1: swing right fist. Step 2 duck. You can ever see where it looks like they were posing so that fight scene could toss them or something.The acting and other things were mediocre and I could have watched the rest if the fight scenes didn't look like it was their first time rehearsing them. Even the scenes where they were practicing with the wooden dummy looked slow and was just going through the motions.Who knows...Maybe I am spoiled with skilled fighters doing the scenes in other movies. Maybe they speed them up so it looks faster. If so they should have done that with this show.If you are OK with mediocre acting and lame fight scenes then give it a whirl.
cgvsluis,Really on the fence...and leaning towards disappointment.,5/10,20 November 2021,"3...2...1... Let's Jam!Ok, I have been a HUGE original animated Cowboy Bebob series fan for over two decades. When I heard they were doing a live action version, I was cautiously optimistic and skeptical at the same time. When I saw the teasers...I was pretty turned off.It is hard for me to go from the all Japanese production and voice cast...to this multiracial cast, where no one really looks quite right. I actually like the actor John Cho, so I wasn't totally upset that he was cast to be Spike. He really doesn't look like Spike (and the hair is driving me crazy! Not in a good way.), but he did seem to get the banter with Jet down when they were alone together aboard The Bebop. I'm neutral on Jet, I expected him to be bigger and a little more muscular in the chest and arm, but I don't dislike him in the role.The actress who plays Faye, however, is probably the biggest casting travesty that I have ever seen. I just don't see how they are ever going to make that work. She is completely lacking in the fieriness in conjunction with the sexuality of Faye.Jury is still out on Vicious...and our mysterious rose tattooed lady....sigh! Really? They couldn't have done a better job with Julia? What is wrong with her face?As for the production...it is ok. I like some of the colors and sets, those seem to be an attempt to have the look and feel of the original, and the music! I am thrilled that they brought back the composer Yoko Kanno, because the Bebop jazz was a huge part of the original series.Note for the direction...the first episode, first fight scene in the casino...the music should have been louder and the fight better coordinated with the jazz in order to really do justice to the original. When the sax blasts I want that to be a hit or a shot on the bad guy. And don't loose those slow motion bits with the jazz either. It made the fight scenes in the original.I am 100% not of Japanese ancestry, but have multiple friends who are. I was kind of offended that there doesn't seem to be any Japanese or even Japanese-American actors in this production...and that they have a Korean American playing Spike, an African American playing Jet, a Hispanic American playing Faye, a Russian (maybe Russian American?) playing Julia and a Brit playing Vicious? They couldn't find any Japanese or Japanese American actors to play at least one of the major roles as an homage to the original Japanese production?So far it reminds me more of a Robert Rodriguez production that a Shinichiro Watanabe production. And don't mistake what I am saying, I also love Robert Rodriguez productions...but I was hoping this Cowboy Bebop would be more Watanabe than Rodriguez."
