User_name,Review title,Review Rating,Review date,Review_body
mariusar,Superfans forget: not everyone in the world knows the source material. Rate the film as a film instead....,07/10,11-Nov-19,"I had no idea this was based on anything. Sure, I know Akira, Ghost In The Shell, Hellsing, Battle Royale and maybe a few others, but that's about the extent of my manga/anime knowledge. And as popular as manga/anime has become in the West, it is still a niche genre. Them's the facts.If those superfans are able to step back out of their extreme partisanship, they would find a slick, competently produced, directed, shot and acted piece of cinema. Production values are quite high overall and the acting, while far from Shawshank, is also not abysmal by any means.Trust me, I have seen a lot of abysmal acting in films.Willem DaFoe's voiceover was terrific and I personally found the character of ""L"" pretty interesting.All the 1 ratings are completely out of place for this film if one solely judges it as a standalone piece of cinema. And of course with a healthy does of suspension of disbelief, which given the actual source material is a complete must anyway. It can be argued that the MCU (and the DCU for that matter) has done much the same thing with their adaptations so what's the huge problem here?Rather, a 5-7 star rating for this film as a standalone film would be far more appropriate. Honestly."
kosmasp,Lose(ly),06/10,16-Oct-17,"I get the hate and anger directed at this. If you saw the Manga or even the two life action movies you may feel very disappointed with this. Though let's keep in mind that the spin-off ""L"" movie was disappointing as well (especially considering how rich that character is). So this does not keep track or even copies everything one to one from it's Japanese source material.But again let's keep it real, if it had, there would be outcry, that this is unnecessary, because we already have that in Japan. So it's a lose-lose when it comes to that particular argument. But for newcomers, people not aware of the Japanese origin, this may be a way in. It hopefully draws attention to the source and they'll check it out. Does this adaptation have flaws? Yes it does. And the lead is a bit out of place ... but L is played phenomenally and there are a couple of other nice things in this too (Willem Dafoe to name another one). So while not perfect, this can be entertaining (the idea alone is easy to exploit I reckon), if you let it ..."
aarongnr,"An awful new interpretation of ""Death Note""",02/10,25-Aug-17,"This is the first review I am writing here on IMDb, but this movie is worth it.I have just recently watched the original series ""Death Note"" and, even though it was getting worse and worse with every episode of season 2 (in my opinion), I still thoroughly enjoyed it. There was a huge ton of thought behind every episode, the authors knew exactly which road they wanted to go and it was just really brilliant to watch at times.This version of what has become a classic in the anime genre by now goes a completely different path. Whereas the original names have also been used here (more or less, a little bit amaricanized), the characters lack character on all ends. Of course one could say this is a ""new approach"" to it, and I sure am a fan of new approaches, but this version just misses all the brilliancy and wit of the original series. Light ""Turner"" is supposed to be this smart guy who knows every of his opponents steps beforehand and always knows how to handle each and every situation, but nothing of really a thing in this movie. All he does is do homework for his classmates and be scared about getting caught. L is even worse than Light. Somehow he just magically knows that Light must be Kira just because he didn't kill his father. So what?The script is just very poor and you can see how little effort was put into this every second of it. The acting wasn't too brilliant either.If you just want something fun to watch and pass the time, this is definitely an option. But it's a very poor followup to a good anime show."
xamtaro,Like Donnie Darko mixed with Final Destination,07/10,01-Sep-19,"DEATHNOTE, the popular manga series gets its obligatory Hollywood remake. While taking liberties with the source material, it works less like a faithful adaptation and more like a alternate universe scenario of ""what if a book that is able to exert supernatural control over anyone whose name is written in it, leading up to their deaths, ends up with a typical American teenager?"".Light Turner is that teenager. He is the bullied loner from a broken family, the under appreciated smart kid sitting by himself in the corner. The law has failed to bring his mother's killer to justice, the education system has failed to punish those that pick on him daily, all around him Light is faced with a world of injustice. Enter the death god Ryuk (an immaculately rendered CGI creation with performance by William Defoe) and the titular Deathnote. Ryuk is the devil on Light's shoulder tempting him to use the power of the Deathnote for selfish means.It sets up a familiar tragedy of a young person pushed to the edge by unfairness, given the power to change things, and who ultimately abuses said power to take his anger out on the world. This is the familiar stereotype of school shooting perpetrators as sensationalized by the media and Light is set up specifically as such a character. The performances by Nat Wolff (Paper Towns) as Light and Shea Whigham (Boardwalk Empire) as his father help sell Light's plight and set up his expected eventual fall.However, director Adam Wingard tastefully plays with and eventually subverts this expectation. Though Light does test out the deathnote's power against the aforementioned bully, and uses it again to send his mother's murderer to a nasty gruesome end, he ultimately tries to reject Ryuk's temptation of absolute power over others' fates. It isn't the idealistic ""with great power comes great responsibility"" shtick of superhero comic books but neither is it the nihilistic trope of absolute power's corrupting influence. This middle ground makes Light more relatable and is a much appreciated deviation from the source material. Where Light Yagami of the manga and the Japanese Deathnote movie was this cold, haughty sociopath with a god complex, Turner, in all his social awkwardness, genuinely regrets his decisions to use the Deathnote, with much of the movie being about him trying to avoid being found out, making the wrong choices as any teen in a panic would, and ultimately escalating the situation by mistake.But things aren't so straightforward. Into Light's life comes manipulative girlfriend Mia Sutton who's ambitions for the Deathnote extend beyond just simple payback. Under Mia's influence, Light starts killing any suspected criminal based on the news. They create the persona of ""Kira"", Japanese mispronunciation of ""killer"", to divert police suspicion. Kira's supernatural killing of criminals splits the world; while unlawful many support what they see as justice in an unjust world. Complicating the matter further is when Light's policeman father gets involved in the investigations into the killings, and a mysterious super genius detective named L takes on the case.Now this second half when L comes along is where things get shaky. I get the sense that on one hand we have this deeply personal look at the birth of a sociopath and subsequent subversion of said villain's journey by focusing on Light himself, yet on the other hand we are tied down to the plot beats of the original manga. That means a Kira cult, a convoluted cat and mouse game between L and Light, new rules for the Deathnote, memory loss as a means to be absolved from all suspicions, etc. The generally over the top nature of the original manga just does not match the more grounded ""Everyman"" tale in the movie.While Light's dilemma of trying to shake off Mia's manipulations, evade capture, and plan an outrageous series of events to get away scot free is thrilling and tightly plotted, the movie takes a weird tangent to explore L's origin. L, played by Lakeith Stanfield (Get Out), is amazing. His demeanor, body language, everything is right out of the original manga. How he slowly loses it after being outsmarted time and again by Light is also well done. But the whole tangent storyline to explore his origin may have been better left to a spinoff.One thing that got lost in the translation was that the original source material brings up philosophical and moral dilemmas, questioning the rights and wrongs of its characters' actions. This movie focuses squarely on Light and his own struggles with the escalating situation he finds himself in. This makes the movie less deep than its Japanese counterparts.Despite its ups and downs, I enjoyed DEATH NOTE. Like a combination of Donnie Darko and Final Destination, DEATH NOTE is suitably suspenseful, well cast, and boasts great shots courtesy of Adam Wingard making this low budget movie look much better than it ought to. Combined with the music and the cinematography, this is a loving tribute to 80s and early 90s teen horror movies with both the pros and the cons of what that entails."
antoniokowatsch,Good if you haven't seen the anime yet,06/10,01-Sep-17,"Disclaimer: it is pretty obvious that the anime is far better than this movie. It is arguably one of the best animes/mangas ever written. But this movie isn't actually as bad as many people make it out to be either. So just keep that in mind.Once you realize that this movie was supposed to be a different take on the whole Death Note story it is actually quite enjoyable. Yes, many of the characters from the anime are missing in the movie. But that was to be expected. It would've been impossible to incorporate all of them into a movie of this length.I think that all the die-hard Death Note fanatics need to suspend their disbelief and just accept that this movie wasn't intended for them. None of these live action movies are. I have seen dozens of them and every single time people complain that it wasn't canon or too simplified. As if it's actually possible to comprise an entire series into a movie. Give me a break.About the cast; some of the performances were really solid. L's acting e.g.. I can see how some people complained about the ""whitewashing"" but I think that they just don't get it. There is already a Japanese live action movie about this anime with an all- Asian cast. This is supposed to be a more Western approach to the story hence the white cast. I think people need to respect the vision of the director on this one."
thajose,"Entertaining, I Enjoyed This.",08/10,08-Sep-17,"First off, I have not read the original source material manga for this. Right off the bat, I realize this will infuriate people, as the vast majority of comments on here destroy this movie because of the heavy deviation from the manga. I get that, I typically enjoy a book far more than the film adaptation. However, this review is strictly about the merits of the movie, not how it stands up against the original. Knowing nothing of the manga, I really enjoyed this movie. The concept was unfamiliar to me, and I found the characters and plot interesting. I realize if I ever read the source material (which I may, as I enjoyed this so much), I might join the chorus of angry voices who think the movie should have followed the source more closely. Today, having just watched the movie, I liked it a lot. Again, I get why people who are fans of the original are hating on this so much. Those of us who actually grew up reading ""Iron Man"" hated the slaughter that was Iron Man 3 (seriously, that is what you are going to do with The Mandarin, arguably Iron Man's most ruthless and deadly enemy?), but the rest of the world, who had no clue about the original comics loved it. So, maybe this is my ""Iron Man 3."" But ignorance is bliss, so I enjoyed Death Note a lot."
FrenchEddieFelson,Clearly underrated,06/10,07-Mar-19,"The other reviews are massively not enthusiastic: Even though I'm a huge fan of the eponymous manga, it seems like most of the other fans are disappointed, as a sweet euphemism, by this adaptation. Turning a 10-hours Japanese cartoon into a 90-minutes Hollywood movie is obviously a tough exercise. But, according to me, the result is nevertheless correct. Morality: movie to be watched, and eventually appreciated, BEFORE the manga.
                
                    37 out of 74 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
ridudec,Worst production of Netflix,01/10,25-Aug-17,"This is hands down the worst production of Netflix so far. They took the concept from the source material but turned it everything opposite and awful acting, script. characterization were final nail in the coffin. This show had nothing to offer. Boring as soon as it started and got worse with the course of time. This movie's existence is a mystery that's all
                
                    106 out of 171 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
blitzkrieg-79640,Why all the hate for this film?,07/10,11-Jul-19,"I've been around a fair few dacades and watched a lot of movies - among them horror, dark fantasy, and so on. Not sure why this one has so many negative reviews - possibly based on the original anime (which I admittedly have never watched).Even so, I went in with an open mind and zero expectations and I really enjoyed it. The acting was sound, as was the the story, effects, continuity and so on. Yes there were a few times when I spotted a minor error but so what? It was entertaining and enjoyable, without too much gratuitous gore.If you have nothing else to watch and need something to do with an hour and a bit, I'd recommend Death Note.
                
                    32 out of 56 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
emmajaynee42,How are people giving this bad reviews,07/10,24-Jul-19,"Interesting and kept me watching it throughout.
I found it a unique storyline and it is worth a watch.
                
                    43 out of 83 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
zombiefan89,It's not that bad.,08/10,01-Sep-17,"It's actually not that bad! There are points that really push the boundaries what the Death Note is really capable of, but I'll be honest, I liked the movie! I think it will broaden Death Note's audience in the west! As far as character development, it does okay for a movie. Ryuk is the best part by far, but Light is fairly likable too. Mia is WAY better in this movie than she ever was in the manga or anime! People going into this from the anime and manga are going to be disappointed as they were when watching those goofy live action Death Note movies from Japan! You can't fit a full length anime or manga series into a single movie, but you can tell they really tried with this movie! They cast William Dafoe, whose Green Goblin portrayal inspired the original Ryuk in the manga! Yeah, a lot of love and passion went into this movie!"
barrelhousegutboy,Don't watch the anime first!,07/10,29-Aug-17,"As a big fan of the anime I was cringing a little before watching; taking the attitude of I hope they don't screw it up too bad. The first thing I came to realize is they weren't trying to recreate the anime. While the idea and principal characters are represented and the story line follows the same direction, the entire focus of the movie is different. So for this reason I would advise against seeing the anime if you haven't already as this is more a cliff notes version with some major changes. Okay the bad- the movie is just too short, really needed another 30-40 minutes to delve into the scope of the Death Note and the creation of Kira. Ryuk gets almost no attention and basically spends his time laughing, and the half eaten apples started to bug me (just why a death god eats at all is never explained). Now the good- despite the above deficiencies it had no trouble keeping my attention for the most part. The deaths they show are adequately graphic. The notion that Light is making the world a better place is buttressed by interaction from other players, not just declared like some other elements. Overall I think this movie is aimed at the Goosebumps demographic who have just grown past that franchise. It presents a thought provoking scenario both wondrous and horrifying, sprinkle it with gore and tension, and top it off with 'hey I could be that guy'. The movie concludes leaving some questions unanswered and primed for a sequel. So my conclusion is if you have never heard of Death Note before and were a fan of Goosebumps then definitely give this a viewing. However if you are a purist and have seen the anime you may want to steer clear. Personally I liked it despite its shortcomings and will probably watch it again."
itzalep,Do not watch,02/10,25-Aug-17,"I don't suggest you watch the movie if you are a huge fan of Death Note, because it will ruin the whole thing. The actors and actresses were terrible and just everything was a big disappointment. The movie had almost nothing to do with the anime. If you have never heard of Death Note before, watch the anime first and if you are curious to watch the movie, go ahead..But as I said before, you will be disappointed.
                
                    285 out of 414 found this helpful.
                        
                            Was this review helpful?  Sign in to vote.
                        
                        
                    Permalink"
johnplocar,"Written before knowing the fan consensus on the movie. Fans will hate this adaption, everyone else will be fine probably.",07/10,24-Sep-17,"It's been a while since I've really written about a movie and I just feel in the mood for it today to talk a little bit about what I just saw today. Freshly released onto Netflix, the live-action adaption of ""Death Note"". Directed by the man behind ""You're Next"", ""The Guest"" and last year's ""Blair Witch""; Adam Wingard. The story centers a high school boy named Light Turner, who comes across a mysterious book titled the Death Note. Attached to this book is a demon by the name of Ryuk, played terrifically by Willem Dafoe. Ryuk informs Light that the book has the power to kill anyone who's name is written inside. From there things only become more and more intense for the lead as the police and a very clever detective using the pseudonym 'L' begin hunting him down. But along the way he also becomes fairly close to his school crush, Mia Sutton, only to complicate things even more.I will begin this by saying, no. No, I have not read any of the mangas. No, I have not watched any of the anime. No, I am probably not the intended demographic for this movie. Yes, I did enjoy the movie regardless of all that. I thought that this was a solid movie, honestly perfect type of movie to be directly viewed through streaming rather than put on the big screen. It was about an hour and 40 minute flick that flew by rather fluidly with its brisk pacing. Even though the characters aren't fully fleshed out by any means, they are still engaging enough to carry me through the plot. The film itself is really good looking, I mean fantastically well made in terms of its camera work, lighting and certainly the special effects. The filmmakers have done what a lot of films have been doing lately, doing a cross between practical effects interwoven with touches of CGI and they do a good job blending the two together. I would say that this is probably Wingard's best looking film thus far in his career.In terms of some negatives I have, like I said before, the characters aren't all that 3-dimensional but they aren't badly written either so I can look passed that. The movie starts to ask questions very briefly about whether its right or not for one person to decide who should die. But it never gets close to actually diving into the ideas of that. How killing people who are supposedly guilty of crimes may truly be just as wrong, or maybe if these people actually aren't guilty and our lead could be making a mistake. Even going into whether they're guilty or not, how it effects the people who knew the Death Note victims. Again, does not get into anything like that. Rather it steers away from that to make sure the viewer doesn't have enough time to ask such questions; which has its pros and cons to keeping such a quick pace to the story. Yes, we focus much more on what's going on with our protagonist avoiding the police, dealing with the demon, developing a relationship with the girl or what have you but it's still avoiding going into some places with the story that could have been interesting and even somewhat philosophical. Anyways, not really a major issue, just something that came to mind a little bit. Another slight problem I had was that some character arcs seemed to jump a little bit in an unnatural progression, not by a whole lot but was certainly noticeable when it happened.Overall, I say it's an entertaining little flick with enough going on to keep one along for the seemingly short ride. If you are a fan of the manga or anime, I truly have no idea what you may think about this movie. I am kind of curious to know how faithful an adaptation this is to its source material and if it compares well. However, as an outsider, I think that the movie is worth a watch and has enough in it to enjoy. It is a stylish film with decent ideas, a solid story with likable characters that contains enough intrigue and suspense to carry itself with no problem."
